[2025-06-18 04:45:33,812][INFO] ============================================================
[2025-06-18 04:45:33,812][INFO] Spurious Rewards Experiment: standard
[2025-06-18 04:45:33,812][INFO] Configuration: {'dataset': 'simple_graph', 'n_layer': 1, 'n_head': 1, 'n_embd': 120, 'max_iters': 200000, 'num_nodes': 100, 'num_of_paths': 20, 'test_interval': 1000, 'device': 'cuda:0', 'temperature': 1.0, 'num_eval_batches': 10, 'reward_type': 'standard', 'mixed_alpha': 0.5, 'diversity_weight': 0.1, 'phase_aware_transition': 120000, 'seed': 42, 'learning_rate': 0.0005, 'checkpoint_interval': 50000}
[2025-06-18 04:45:33,812][INFO] ============================================================
[2025-06-18 04:45:59,982][INFO] Iter 1000: train_loss=3.4535, val_loss=2.0479, TF=0.1511±0.0042, AR=0.0011, phase=early
[2025-06-18 05:06:04,307][INFO] Iter 49000: train_loss=0.6750, val_loss=1.5633, TF=0.9126±0.0040, AR=0.9732, phase=memorization
[2025-06-18 05:06:29,605][INFO] Iter 50000: train_loss=0.6748, val_loss=1.5428, TF=0.9112±0.0052, AR=0.9711, phase=memorization
[2025-06-18 05:06:54,752][INFO] Iter 51000: train_loss=0.6749, val_loss=1.5564, TF=0.9132±0.0047, AR=0.9748, phase=memorization
[2025-06-18 05:07:19,910][INFO] Iter 52000: train_loss=0.6749, val_loss=1.5321, TF=0.9104±0.0015, AR=0.9713, phase=memorization
[2025-06-18 05:07:45,019][INFO] Iter 53000: train_loss=0.6749, val_loss=1.5513, TF=0.9131±0.0032, AR=0.9684, phase=memorization
[2025-06-18 05:08:10,146][INFO] Iter 54000: train_loss=0.6747, val_loss=1.5481, TF=0.9105±0.0018, AR=0.9714, phase=memorization
[2025-06-18 05:08:35,202][INFO] Iter 55000: train_loss=0.6743, val_loss=1.5612, TF=0.9116±0.0024, AR=0.9716, phase=memorization
[2025-06-18 05:09:00,209][INFO] Iter 56000: train_loss=0.6746, val_loss=1.5741, TF=0.9125±0.0024, AR=0.9679, phase=memorization
[2025-06-18 05:09:25,215][INFO] Iter 57000: train_loss=0.6745, val_loss=1.5302, TF=0.9118±0.0029, AR=0.9689, phase=memorization
[2025-06-18 05:09:50,233][INFO] Iter 58000: train_loss=0.6746, val_loss=1.5658, TF=0.9097±0.0041, AR=0.9709, phase=memorization
[2025-06-18 05:10:15,278][INFO] Iter 59000: train_loss=0.6746, val_loss=1.5368, TF=0.9130±0.0024, AR=0.9696, phase=memorization
[2025-06-18 05:10:40,254][INFO] Iter 60000: train_loss=0.6740, val_loss=1.5453, TF=0.9124±0.0041, AR=0.9685, phase=memorization
[2025-06-18 05:11:05,256][INFO] Iter 61000: train_loss=0.6739, val_loss=1.5402, TF=0.9124±0.0037, AR=0.9718, phase=memorization
[2025-06-18 05:11:30,272][INFO] Iter 62000: train_loss=0.6740, val_loss=1.5511, TF=0.9111±0.0031, AR=0.9712, phase=memorization
[2025-06-18 05:11:55,275][INFO] Iter 63000: train_loss=0.6740, val_loss=1.5778, TF=0.9133±0.0029, AR=0.9736, phase=memorization
[2025-06-18 05:12:20,314][INFO] Iter 64000: train_loss=0.6738, val_loss=1.5524, TF=0.9134±0.0041, AR=0.9705, phase=memorization
[2025-06-18 05:12:45,309][INFO] Iter 65000: train_loss=0.6737, val_loss=1.5593, TF=0.9128±0.0039, AR=0.9687, phase=memorization
[2025-06-18 05:13:10,365][INFO] Iter 66000: train_loss=0.6739, val_loss=1.5821, TF=0.9119±0.0032, AR=0.9693, phase=memorization
[2025-06-18 05:13:35,413][INFO] Iter 67000: train_loss=0.6741, val_loss=1.5407, TF=0.9110±0.0025, AR=0.9727, phase=memorization
[2025-06-18 05:14:00,431][INFO] Iter 68000: train_loss=0.6735, val_loss=1.5857, TF=0.9136±0.0025, AR=0.9691, phase=memorization
[2025-06-18 05:14:25,508][INFO] Iter 69000: train_loss=0.6731, val_loss=1.5726, TF=0.9124±0.0019, AR=0.9704, phase=memorization
[2025-06-18 05:14:50,523][INFO] Iter 70000: train_loss=0.6736, val_loss=1.5447, TF=0.9121±0.0020, AR=0.9666, phase=memorization
[2025-06-18 05:15:15,570][INFO] Iter 71000: train_loss=0.6733, val_loss=1.5918, TF=0.9113±0.0029, AR=0.9718, phase=memorization
[2025-06-18 05:15:40,649][INFO] Iter 72000: train_loss=0.6735, val_loss=1.5773, TF=0.9122±0.0026, AR=0.9749, phase=memorization
[2025-06-18 05:16:05,687][INFO] Iter 73000: train_loss=0.6731, val_loss=1.5545, TF=0.9118±0.0020, AR=0.9713, phase=memorization
[2025-06-18 05:16:30,786][INFO] Iter 74000: train_loss=0.6729, val_loss=1.5720, TF=0.9131±0.0021, AR=0.9702, phase=memorization
[2025-06-18 05:16:55,833][INFO] Iter 75000: train_loss=0.6728, val_loss=1.5915, TF=0.9096±0.0043, AR=0.9748, phase=memorization
[2025-06-18 05:17:20,873][INFO] Iter 76000: train_loss=0.6732, val_loss=1.5735, TF=0.9118±0.0026, AR=0.9652, phase=memorization
[2025-06-18 05:17:45,984][INFO] Iter 77000: train_loss=0.6725, val_loss=1.5678, TF=0.9116±0.0041, AR=0.9733, phase=memorization
[2025-06-18 05:18:11,029][INFO] Iter 78000: train_loss=0.6728, val_loss=1.5958, TF=0.9110±0.0028, AR=0.9678, phase=memorization
[2025-06-18 05:18:36,143][INFO] Iter 79000: train_loss=0.6725, val_loss=1.6019, TF=0.9118±0.0038, AR=0.9667, phase=memorization
[2025-06-18 05:19:01,210][INFO] Iter 80000: train_loss=0.6725, val_loss=1.5581, TF=0.9120±0.0027, AR=0.9753, phase=memorization
[2025-06-18 05:19:26,426][INFO] Iter 81000: train_loss=0.6725, val_loss=1.5793, TF=0.9111±0.0023, AR=0.9693, phase=memorization
[2025-06-18 05:19:51,618][INFO] Iter 82000: train_loss=0.6724, val_loss=1.5853, TF=0.9108±0.0052, AR=0.9689, phase=memorization
[2025-06-18 05:20:16,794][INFO] Iter 83000: train_loss=0.6726, val_loss=1.5701, TF=0.9092±0.0032, AR=0.9698, phase=memorization
[2025-06-18 05:20:42,028][INFO] Iter 84000: train_loss=0.6721, val_loss=1.5765, TF=0.9109±0.0027, AR=0.9675, phase=memorization
[2025-06-18 05:21:07,209][INFO] Iter 85000: train_loss=0.6719, val_loss=1.5574, TF=0.9134±0.0018, AR=0.9666, phase=memorization
[2025-06-18 05:21:32,389][INFO] Iter 86000: train_loss=0.6723, val_loss=1.6159, TF=0.9121±0.0032, AR=0.9675, phase=memorization
[2025-06-18 05:21:57,440][INFO] Iter 87000: train_loss=0.6721, val_loss=1.5849, TF=0.9116±0.0030, AR=0.9677, phase=memorization
[2025-06-18 05:22:22,509][INFO] Iter 88000: train_loss=0.6721, val_loss=1.5640, TF=0.9118±0.0033, AR=0.9667, phase=memorization
[2025-06-18 05:22:47,729][INFO] Iter 89000: train_loss=0.6720, val_loss=1.5965, TF=0.9108±0.0020, AR=0.9731, phase=memorization
[2025-06-18 05:23:12,921][INFO] Iter 90000: train_loss=0.6719, val_loss=1.5949, TF=0.9129±0.0038, AR=0.9629, phase=memorization
[2025-06-18 05:23:38,155][INFO] Iter 91000: train_loss=0.6718, val_loss=1.5986, TF=0.9114±0.0054, AR=0.9666, phase=memorization
[2025-06-18 05:24:03,359][INFO] Iter 92000: train_loss=0.6716, val_loss=1.6273, TF=0.9124±0.0032, AR=0.9679, phase=memorization
[2025-06-18 05:24:28,597][INFO] Iter 93000: train_loss=0.6715, val_loss=1.5953, TF=0.9127±0.0018, AR=0.9716, phase=memorization
[2025-06-18 05:24:53,776][INFO] Iter 94000: train_loss=0.6718, val_loss=1.6305, TF=0.9138±0.0038, AR=0.9700, phase=memorization
[2025-06-18 05:25:18,973][INFO] Iter 95000: train_loss=0.6713, val_loss=1.5822, TF=0.9092±0.0041, AR=0.9722, phase=memorization
[2025-06-18 05:25:44,199][INFO] Iter 96000: train_loss=0.6713, val_loss=1.5953, TF=0.9111±0.0026, AR=0.9710, phase=memorization
[2025-06-18 05:26:09,400][INFO] Iter 97000: train_loss=0.6712, val_loss=1.5863, TF=0.9103±0.0039, AR=0.9724, phase=memorization
[2025-06-18 05:26:34,653][INFO] Iter 98000: train_loss=0.6714, val_loss=1.6412, TF=0.9135±0.0026, AR=0.9726, phase=memorization
[2025-06-18 05:26:59,840][INFO] Iter 99000: train_loss=0.6713, val_loss=1.6002, TF=0.9122±0.0028, AR=0.9673, phase=memorization
[2025-06-18 05:27:25,035][INFO] Iter 100000: train_loss=0.6710, val_loss=1.6007, TF=0.9128±0.0040, AR=0.9696, phase=memorization
[2025-06-18 05:27:50,309][INFO] Iter 101000: train_loss=0.6712, val_loss=1.5780, TF=0.9135±0.0039, AR=0.9733, phase=memorization
[2025-06-18 05:28:15,504][INFO] Iter 102000: train_loss=0.6711, val_loss=1.6124, TF=0.9107±0.0049, AR=0.9692, phase=memorization
[2025-06-18 05:28:40,789][INFO] Iter 103000: train_loss=0.6709, val_loss=1.6057, TF=0.9123±0.0038, AR=0.9719, phase=memorization
[2025-06-18 05:29:05,984][INFO] Iter 104000: train_loss=0.6707, val_loss=1.6153, TF=0.9121±0.0040, AR=0.9696, phase=memorization
[2025-06-18 05:29:31,235][INFO] Iter 105000: train_loss=0.6710, val_loss=1.6172, TF=0.9095±0.0039, AR=0.9676, phase=memorization
[2025-06-18 05:29:56,461][INFO] Iter 106000: train_loss=0.6708, val_loss=1.6065, TF=0.9112±0.0038, AR=0.9705, phase=memorization
[2025-06-18 05:30:21,662][INFO] Iter 107000: train_loss=0.6707, val_loss=1.6468, TF=0.9120±0.0032, AR=0.9706, phase=memorization
[2025-06-18 05:30:46,928][INFO] Iter 108000: train_loss=0.6706, val_loss=1.6133, TF=0.9125±0.0026, AR=0.9710, phase=memorization
[2025-06-18 05:31:12,132][INFO] Iter 109000: train_loss=0.6704, val_loss=1.6229, TF=0.9120±0.0028, AR=0.9673, phase=memorization
[2025-06-18 05:31:37,405][INFO] Iter 110000: train_loss=0.6702, val_loss=1.6353, TF=0.9122±0.0044, AR=0.9681, phase=memorization
[2025-06-18 05:32:02,647][INFO] Iter 111000: train_loss=0.6705, val_loss=1.6247, TF=0.9110±0.0016, AR=0.9657, phase=memorization
[2025-06-18 05:32:27,871][INFO] Iter 112000: train_loss=0.6701, val_loss=1.5893, TF=0.9118±0.0046, AR=0.9679, phase=memorization
[2025-06-18 05:32:53,167][INFO] Iter 113000: train_loss=0.6700, val_loss=1.5956, TF=0.9131±0.0018, AR=0.9690, phase=memorization
[2025-06-18 05:33:18,348][INFO] Iter 114000: train_loss=0.6705, val_loss=1.6393, TF=0.9126±0.0035, AR=0.9717, phase=memorization
[2025-06-18 05:33:43,588][INFO] Iter 115000: train_loss=0.6702, val_loss=1.6143, TF=0.9105±0.0024, AR=0.9723, phase=memorization
[2025-06-18 05:34:08,797][INFO] Iter 116000: train_loss=0.6703, val_loss=1.6248, TF=0.9110±0.0031, AR=0.9741, phase=memorization
[2025-06-18 05:34:33,968][INFO] Iter 117000: train_loss=0.6699, val_loss=1.6296, TF=0.9121±0.0046, AR=0.9681, phase=memorization
[2025-06-18 05:34:59,200][INFO] Iter 118000: train_loss=0.6698, val_loss=1.6634, TF=0.9118±0.0033, AR=0.9655, phase=memorization
[2025-06-18 05:35:24,411][INFO] Iter 119000: train_loss=0.6696, val_loss=1.6322, TF=0.9130±0.0034, AR=0.9698, phase=memorization
[2025-06-18 05:35:49,662][INFO] Iter 120000: train_loss=0.6699, val_loss=1.6349, TF=0.9116±0.0031, AR=0.9697, phase=memorization
[2025-06-18 05:36:14,860][INFO] Iter 121000: train_loss=0.6699, val_loss=1.6434, TF=0.9096±0.0038, AR=0.9686, phase=memorization
[2025-06-18 05:36:40,088][INFO] Iter 122000: train_loss=0.6697, val_loss=1.6238, TF=0.9113±0.0027, AR=0.9662, phase=memorization
[2025-06-18 05:37:05,309][INFO] Iter 123000: train_loss=0.6696, val_loss=1.6411, TF=0.9118±0.0036, AR=0.9675, phase=memorization
[2025-06-18 05:37:30,584][INFO] Iter 124000: train_loss=0.6695, val_loss=1.6284, TF=0.9114±0.0039, AR=0.9725, phase=memorization
[2025-06-18 05:37:55,872][INFO] Iter 125000: train_loss=0.6695, val_loss=1.6377, TF=0.9101±0.0036, AR=0.9735, phase=memorization
[2025-06-18 05:38:21,107][INFO] Iter 126000: train_loss=0.6692, val_loss=1.6476, TF=0.9117±0.0016, AR=0.9716, phase=memorization
[2025-06-18 05:38:46,455][INFO] Iter 127000: train_loss=0.6694, val_loss=1.6423, TF=0.9113±0.0033, AR=0.9705, phase=memorization
[2025-06-18 05:39:11,715][INFO] Iter 128000: train_loss=0.6693, val_loss=1.6585, TF=0.9117±0.0021, AR=0.9692, phase=memorization
[2025-06-18 05:39:36,994][INFO] Iter 129000: train_loss=0.6692, val_loss=1.6420, TF=0.9107±0.0029, AR=0.9717, phase=memorization
[2025-06-18 05:40:02,333][INFO] Iter 130000: train_loss=0.6691, val_loss=1.6407, TF=0.9102±0.0038, AR=0.9727, phase=memorization
[2025-06-18 05:40:27,609][INFO] Iter 131000: train_loss=0.6691, val_loss=1.6514, TF=0.9121±0.0032, AR=0.9695, phase=memorization
[2025-06-18 05:40:52,967][INFO] Iter 132000: train_loss=0.6688, val_loss=1.6550, TF=0.9121±0.0029, AR=0.9698, phase=memorization
[2025-06-18 05:41:18,271][INFO] Iter 133000: train_loss=0.6692, val_loss=1.6801, TF=0.9116±0.0033, AR=0.9780, phase=memorization
[2025-06-18 05:41:43,566][INFO] Iter 134000: train_loss=0.6687, val_loss=1.6487, TF=0.9120±0.0034, AR=0.9709, phase=memorization
[2025-06-18 05:42:08,820][INFO] Iter 135000: train_loss=0.6686, val_loss=1.6664, TF=0.9116±0.0020, AR=0.9679, phase=memorization
[2025-06-18 05:42:33,987][INFO] Iter 136000: train_loss=0.6687, val_loss=1.6738, TF=0.9090±0.0050, AR=0.9695, phase=memorization
[2025-06-18 05:42:59,250][INFO] Iter 137000: train_loss=0.6685, val_loss=1.6468, TF=0.9099±0.0043, AR=0.9683, phase=memorization
[2025-06-18 05:43:24,436][INFO] Iter 138000: train_loss=0.6686, val_loss=1.6623, TF=0.8852±0.0114, AR=0.9708, phase=memorization
[2025-06-18 05:43:49,679][INFO] Iter 139000: train_loss=0.6685, val_loss=1.6756, TF=0.9047±0.0060, AR=0.9702, phase=memorization
[2025-06-18 05:44:14,884][INFO] Iter 140000: train_loss=0.6684, val_loss=1.6469, TF=0.8967±0.0100, AR=0.9733, phase=memorization
[2025-06-18 05:44:40,106][INFO] Iter 141000: train_loss=0.6682, val_loss=1.6618, TF=0.9027±0.0070, AR=0.9713, phase=memorization
[2025-06-18 05:45:06,406][INFO] Iter 142000: train_loss=0.6683, val_loss=1.6951, TF=0.8663±0.0160, AR=0.9686, phase=memorization
[2025-06-18 05:45:33,751][INFO] Iter 143000: train_loss=0.6680, val_loss=1.6750, TF=0.8953±0.0087, AR=0.9714, phase=memorization
[2025-06-18 05:46:00,673][INFO] Iter 144000: train_loss=0.6678, val_loss=1.7058, TF=0.8728±0.0129, AR=0.9710, phase=memorization
[2025-06-18 05:46:26,202][INFO] Iter 145000: train_loss=0.6678, val_loss=1.6820, TF=0.8439±0.0159, AR=0.9745, phase=stable
[2025-06-18 05:46:52,610][INFO] Iter 146000: train_loss=0.6678, val_loss=1.7074, TF=0.8241±0.0123, AR=0.9665, phase=stable
[2025-06-18 05:47:17,943][INFO] Iter 147000: train_loss=0.6676, val_loss=1.7003, TF=0.7959±0.0286, AR=0.9670, phase=transition_imminent
[2025-06-18 05:47:43,189][INFO] Iter 148000: train_loss=0.6677, val_loss=1.6846, TF=0.7441±0.0301, AR=0.9703, phase=transition_imminent
[2025-06-18 05:48:08,555][INFO] Iter 149000: train_loss=0.6679, val_loss=1.7089, TF=0.6940±0.0380, AR=0.9654, phase=transition_imminent
[2025-06-18 05:48:33,910][INFO] Iter 150000: train_loss=0.6679, val_loss=1.6938, TF=0.5828±0.0217, AR=0.9697, phase=transition_imminent
[2025-06-18 05:48:59,270][INFO] Iter 151000: train_loss=0.6674, val_loss=1.7083, TF=0.6432±0.0365, AR=0.9727, phase=transition_imminent
[2025-06-18 05:49:24,653][INFO] Iter 152000: train_loss=0.6671, val_loss=1.7014, TF=0.6487±0.0430, AR=0.9703, phase=transition_imminent
[2025-06-18 05:49:50,206][INFO] Iter 153000: train_loss=0.6671, val_loss=1.7191, TF=0.4720±0.0289, AR=0.9698, phase=transitioning
[2025-06-18 05:50:15,612][INFO] Iter 154000: train_loss=0.6674, val_loss=1.7019, TF=0.4542±0.0542, AR=0.9682, phase=transitioning
[2025-06-18 05:50:40,878][INFO] Iter 155000: train_loss=0.6672, val_loss=1.7076, TF=0.5263±0.0386, AR=0.9702, phase=transition_imminent
[2025-06-18 05:51:06,240][INFO] Iter 156000: train_loss=0.6671, val_loss=1.7232, TF=0.3677±0.0290, AR=0.9722, phase=transitioning
[2025-06-18 05:51:31,603][INFO] Iter 157000: train_loss=0.6670, val_loss=1.7019, TF=0.4440±0.0403, AR=0.9713, phase=transitioning
[2025-06-18 05:51:56,955][INFO] Iter 158000: train_loss=0.6672, val_loss=1.7141, TF=0.3359±0.0222, AR=0.9704, phase=transitioning
[2025-06-18 05:52:22,340][INFO] Iter 159000: train_loss=0.6671, val_loss=1.7158, TF=0.3250±0.0323, AR=0.9672, phase=transitioning
[2025-06-18 05:52:47,706][INFO] Iter 160000: train_loss=0.6667, val_loss=1.7055, TF=0.2834±0.0328, AR=0.9710, phase=transitioning
[2025-06-18 05:53:13,092][INFO] Iter 161000: train_loss=0.6668, val_loss=1.7394, TF=0.2950±0.0308, AR=0.9728, phase=transitioning
[2025-06-18 05:53:38,367][INFO] Iter 162000: train_loss=0.6668, val_loss=1.7406, TF=0.2535±0.0191, AR=0.9696, phase=transitioning
[2025-06-18 05:54:03,585][INFO] Iter 163000: train_loss=0.6669, val_loss=1.7332, TF=0.2495±0.0246, AR=0.9686, phase=transitioning
[2025-06-18 05:54:28,836][INFO] Iter 164000: train_loss=0.6667, val_loss=1.7402, TF=0.2250±0.0248, AR=0.9713, phase=transitioning
[2025-06-18 05:54:54,054][INFO] Iter 165000: train_loss=0.6667, val_loss=1.7154, TF=0.2157±0.0268, AR=0.9711, phase=transitioning
[2025-06-18 05:55:19,341][INFO] Iter 166000: train_loss=0.6664, val_loss=1.7465, TF=0.2228±0.0182, AR=0.9700, phase=transitioning
[2025-06-18 05:55:44,533][INFO] Iter 167000: train_loss=0.6665, val_loss=1.7477, TF=0.1889±0.0199, AR=0.9718, phase=post_transition
[2025-06-18 05:56:09,812][INFO] Iter 168000: train_loss=0.6668, val_loss=1.7248, TF=0.2076±0.0239, AR=0.9676, phase=transitioning
[2025-06-18 05:56:35,047][INFO] Iter 169000: train_loss=0.6668, val_loss=1.7674, TF=0.1835±0.0162, AR=0.9682, phase=post_transition
[2025-06-18 05:57:00,296][INFO] Iter 170000: train_loss=0.6663, val_loss=1.7100, TF=0.1758±0.0142, AR=0.9712, phase=post_transition
[2025-06-18 05:57:25,649][INFO] Iter 171000: train_loss=0.6664, val_loss=1.7504, TF=0.1611±0.0105, AR=0.9719, phase=post_transition
[2025-06-18 05:57:50,912][INFO] Iter 172000: train_loss=0.6661, val_loss=1.7550, TF=0.1614±0.0092, AR=0.9725, phase=post_transition
[2025-06-18 05:58:16,296][INFO] Iter 173000: train_loss=0.6662, val_loss=1.7587, TF=0.1630±0.0068, AR=0.9700, phase=post_transition
[2025-06-18 05:58:41,681][INFO] Iter 174000: train_loss=0.6667, val_loss=1.7624, TF=0.1558±0.0040, AR=0.9705, phase=post_transition
[2025-06-18 05:59:07,038][INFO] Iter 175000: train_loss=0.6662, val_loss=1.7380, TF=0.1539±0.0055, AR=0.9707, phase=post_transition
[2025-06-18 05:59:32,454][INFO] Iter 176000: train_loss=0.6664, val_loss=1.7602, TF=0.1534±0.0050, AR=0.9705, phase=post_transition
